,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
87,2022-12-06,297.87450490474237,271.1353228883178,318.3830485121133,297.87450490474237,297.87450490474237,-2.9261513560956396,-2.9261513560956396,-2.9261513560956396,-2.9261513560956396,-2.9261513560956396,-2.9261513560956396,0.0,0.0,0.0,294.9483535486467
88,2022-12-07,298.60342764317926,273.98005633948856,322.83877798168004,298.60342764317926,298.60342764317926,-0.6385461912659977,-0.6385461912659977,-0.6385461912659977,-0.6385461912659977,-0.6385461912659977,-0.6385461912659977,0.0,0.0,0.0,297.96488145191324
89,2022-12-08,299.3323503428064,275.5478017184733,324.90970811927247,299.3323503428064,299.3323503428064,0.28614327020192293,0.28614327020192293,0.28614327020192293,0.28614327020192293,0.28614327020192293,0.28614327020192293,0.0,0.0,0.0,299.61849361300835
90,2022-12-09,300.0612730424336,273.3193787122651,324.37754360885157,300.0612730424336,300.0612730424336,-0.20246679171463064,-0.20246679171463064,-0.20246679171463064,-0.20246679171463064,-0.20246679171463064,-0.20246679171463064,0.0,0.0,0.0,299.85880625071894
91,2022-12-12,302.248041141315,277.4472719945154,325.37267157901294,302.248041141315,302.248041141315,-1.485918236387772,-1.485918236387772,-1.485918236387772,-1.485918236387772,-1.485918236387772,-1.485918236387772,0.0,0.0,0.0,300.76212290492725
92,2022-12-13,302.9769638409422,275.62160376425675,325.0953696147883,302.9769638409422,302.9769638409422,-2.926151356094423,-2.926151356094423,-2.926151356094423,-2.926151356094423,-2.926151356094423,-2.926151356094423,0.0,0.0,0.0,300.05081248484777
93,2022-12-14,303.70588654056934,279.08255619589886,325.5591741056455,303.70588654056934,303.70588654056934,-0.6385461912636887,-0.6385461912636887,-0.6385461912636887,-0.6385461912636887,-0.6385461912636887,-0.6385461912636887,0.0,0.0,0.0,303.06734034930565
94,2022-12-15,304.4348092401965,281.07166747994876,328.7463328130667,304.4348092401965,304.4348092401965,0.28614327020466607,0.28614327020466607,0.28614327020466607,0.28614327020466607,0.28614327020466607,0.28614327020466607,0.0,0.0,0.0,304.72095251040116
95,2022-12-16,305.16373193982366,280.17120758030325,328.26388655986216,305.16373193982366,305.16373193982366,-0.20246679171370213,-0.20246679171370213,-0.20246679171370213,-0.20246679171370213,-0.20246679171370213,-0.20246679171370213,0.0,0.0,0.0,304.96126514811
96,2022-12-19,307.35050003870504,282.56744850496176,329.96339317205974,307.35050003870504,307.35050003870504,-1.4859182363921835,-1.4859182363921835,-1.4859182363921835,-1.4859182363921835,-1.4859182363921835,-1.4859182363921835,0.0,0.0,0.0,305.86458180231284
97,2022-12-20,308.0794227449193,282.1171185715103,330.9069361183604,308.0794227449193,308.0794227449193,-2.926151356098521,-2.926151356098521,-2.926151356098521,-2.926151356098521,-2.926151356098521,-2.926151356098521,0.0,0.0,0.0,305.1532713888208
98,2022-12-21,308.8083454511336,284.4066619452998,331.84974681496425,308.8083454511336,308.8083454511336,-0.6385461912621913,-0.6385461912621913,-0.6385461912621913,-0.6385461912621913,-0.6385461912621913,-0.6385461912621913,0.0,0.0,0.0,308.1697992598714
99,2022-12-22,309.5372681573479,286.66710324286436,334.1637024443327,309.5372681573479,309.5372681573479,0.2861432702038805,0.2861432702038805,0.2861432702038805,0.2861432702038805,0.2861432702038805,0.2861432702038805,0.0,0.0,0.0,309.8234114275518
100,2022-12-23,310.2661908635622,286.0325340283791,333.018413757498,310.2661908635622,310.2661908635622,-0.20246679171294737,-0.20246679171294737,-0.20246679171294737,-0.20246679171294737,-0.20246679171294737,-0.20246679171294737,0.0,0.0,0.0,310.06372407184926
101,2022-12-27,313.18188168841937,286.7486196373503,333.67060610601726,313.18188168841937,313.18188168841937,-2.9261513560973027,-2.9261513560973027,-2.9261513560973027,-2.9261513560973027,-2.9261513560973027,-2.9261513560973027,0.0,0.0,0.0,310.25573033232206
102,2022-12-28,313.91080439463366,290.04149901772985,338.4125848452801,313.91080439463366,313.91080439463366,-0.6385461912598827,-0.6385461912598827,-0.6385461912598827,-0.6385461912598827,-0.6385461912598827,-0.6385461912598827,0.0,0.0,0.0,313.2722582033738
103,2022-12-29,314.63972710084795,291.5784083937593,338.43255224233764,314.63972710084795,314.63972710084795,0.2861432702034489,0.2861432702034489,0.2861432702034489,0.2861432702034489,0.2861432702034489,0.2861432702034489,0.0,0.0,0.0,314.9258703710514
104,2022-12-30,315.36864975402403,290.7880275829898,338.35585524772216,315.36864975402403,315.36864975402403,-0.20246679171184567,-0.20246679171184567,-0.20246679171184567,-0.20246679171184567,-0.20246679171184567,-0.20246679171184567,0.0,0.0,0.0,315.1661829623122
105,2023-01-03,318.2843403667283,291.81110059046904,339.3146923715159,318.2843403667283,318.2843403667283,-2.926151356097194,-2.926151356097194,-2.926151356097194,-2.926151356097194,-2.926151356097194,-2.926151356097194,0.0,0.0,0.0,315.3581890106311
106,2023-01-04,319.0132630199044,295.00153048810733,340.42491861764336,319.0132630199044,319.0132630199044,-0.6385461912583852,-0.6385461912583852,-0.6385461912583852,-0.6385461912583852,-0.6385461912583852,-0.6385461912583852,0.0,0.0,0.0,318.374716828646
107,2023-01-05,319.7421856730805,295.6683593942667,343.1978957831991,319.7421856730805,319.7421856730805,0.28614327020548386,0.28614327020548386,0.28614327020548386,0.28614327020548386,0.28614327020548386,0.28614327020548386,0.0,0.0,0.0,320.02832894328594
108,2023-01-06,320.47110832625657,295.9836357588429,344.5924319406892,320.47110832625657,320.47110832625657,-0.20246679171109072,-0.20246679171109072,-0.20246679171109072,-0.20246679171109072,-0.20246679171109072,-0.20246679171109072,0.0,0.0,0.0,320.26864153454545
109,2023-01-09,322.6578762857848,298.07425997833957,346.404518075338,322.6578762857848,322.6578762857848,-1.4859182363994912,-1.4859182363994912,-1.4859182363994912,-1.4859182363994912,-1.4859182363994912,-1.4859182363994912,0.0,0.0,0.0,321.17195804938535
110,2023-01-10,323.38679893896085,295.0998939901695,347.26225763364386,323.38679893896085,323.38679893896085,-2.9261513560948686,-2.9261513560948686,-2.9261513560948686,-2.9261513560948686,-2.9261513560948686,-2.9261513560948686,0.0,0.0,0.0,320.460647582866
111,2023-01-11,324.1157215921369,299.61106074099644,347.93165717279635,324.1157215921369,324.1157215921369,-0.6385461912669632,-0.6385461912669632,-0.6385461912669632,-0.6385461912669632,-0.6385461912669632,-0.6385461912669632,0.0,0.0,0.0,323.4771754008699
112,2023-01-12,324.84464362263276,301.208482314624,349.40877348709773,324.84464362263276,324.84464362263276,0.28614327020540636,0.28614327020540636,0.28614327020540636,0.28614327020540636,0.28614327020540636,0.28614327020540636,0.0,0.0,0.0,325.13078689283816
